filename,line
H-300-23086-881434.pdf,H-2A Agricultural Clearance Order
H-300-23086-881434.pdf,H-2A Case Number: __________________ __       Case Status: __________________       Determination Date : _____________    Validity Period : _____________ to _____________
H-300-23086-881434.pdf,"For Public Burden Statement, see the Instructions for Form ETA -790/790A."
H-300-23086-881434.pdf,H-2A Agricultural Clearance Order
H-300-23086-881434.pdf,H-2A Case Number: ____________________    Case Sta tus: __________________          Determ ination Date: _____________        Validity Period: _____________ to _____________ C.Additional Place of Employment  Information
H-300-20013-248635.pdf,H-2A Case Number: ___ _______________   Case Status: __________________     Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ IMPORTANT :  Employers and authorized preparers must read the general  instructions care fully before completing the Form s ETA-9142 A and ETA -790/790A.  A
H-300-20013-248635.pdf,"copy of the instructions can be found at http://w ww.foreignlaborcert.doleta.gov/ .  If you are not submitting th ese forms  electronically, please complete ALL required"
H-300-20013-248635.pdf,fields/items containing an a sterisk ( * ) and any fields/items where a response is conditional as indicated by the section ( § ) symbol.
H-300-20013-248635.pdf,4. Is a statement of temporary need attached to this application?  * YesNo
H-300-20013-248635.pdf,5. Is this application being filed with a request to waive the regulatory time period due to an
H-300-20013-248635.pdf,6.Is a statement justifying the employer’s emergency situation attached to this application ? *YesNoN/A
H-300-20013-248635.pdf,3. Address 1 *
H-300-20013-248635.pdf,4. Address 2  (apartment/suite/floor and number)  §
H-300-20013-248635.pdf,5. City * 6. State * 7. Postal C ode *
H-300-20013-248635.pdf,The information contained in this Section must be that of an employee of the employer who is authorized to act on behalf of t he employer in labor cert ification matters.
H-300-20013-248635.pdf,"The information in this Section must  be different  from the agent or attorney information listed in Section D, unless the attorney is an employee of the employer."
H-300-20013-248635.pdf,1. Contact’s Last (family) N ame * 2. First (given) N ame * 3. Middl e Name(s) §
H-300-20013-248635.pdf,5. Address 1 *
H-300-20013-248635.pdf,6. Address 2  (apartment/suite/floor and number)  §
H-300-20013-248635.pdf,7. City * 8. State * 9. Postal C ode *
H-300-20013-248635.pdf,12. Telephone N umber * 13. Extension  §14.Business E mail Address  *
H-300-20013-248635.pdf,23 5th Terrace Avenue
H-300-20013-248635.pdf,United States Of America
H-300-20013-248635.pdf,23 5th Terrace Avenue
H-300-20013-248635.pdf,United States Of America
H-300-20013-248635.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ D.Attorney or Agent Information (If applicable)
H-300-20013-248635.pdf,2. Attorney or Agent’s Last (family) N ame § 3. First (given) N ame § 4. Middle Name(s)  §
H-300-20013-248635.pdf,5. Address 1 §
H-300-20013-248635.pdf,6. Address 2 (apartment/suite/floor and number)  §
H-300-20013-248635.pdf,7. City § 8. State § 9. Postal C ode §
H-300-20013-248635.pdf,12. Telephone N umber § 13. Extension  §14.Law Firm/ Business E mail Address  §
H-300-20013-248635.pdf,"If “Attorney” is marked in question D.1, complete questions 17 to 19 below."
H-300-20013-248635.pdf,17. State Bar N umber (s) § 18. State of highest court where attorney is in good standing §
H-300-20013-248635.pdf,19. Name of the highest state court where attorney is in good standing  §
H-300-20013-248635.pdf,"If “Agent” is marked in question D.1, complete questions 20 and 21 below."
H-300-20013-248635.pdf,20.Is a copy of the current agreeme nt or other documentation demonstrating the agent’s authority
H-300-20013-248635.pdf,(MSPA)  Certif icate of Registration identifying the farm labor  contracting activities the agent  is
H-300-20013-248635.pdf,3.Is a copy of the completed job order ( Form ETA -790/790A) satisfying the requirements at
H-300-20013-248635.pdf,"4. If “Joint Employer” or “Association – Joint E mployer” is marked in question A.1, does the"
H-300-20013-248635.pdf,"Form ETA -790A identify  the name, address, total number of  workers needed, and  crops and"
H-300-20013-248635.pdf,"If “Yes” is marked in question A.2, complete questions E.5 through E.9 below"
H-300-20013-248635.pdf,7.Is a copy of the employer’s  current MSPA  Certificate of Registration identifying the farm labor
H-300-20013-248635.pdf,201 4th Avenue NW
H-300-20013-248635.pdf,United States Of America
H-300-20013-248635.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ F. Declaration of Employer and Attorney/Agent
H-300-20013-248635.pdf,"In accordance with Federal regulations, the employer (s) must attest t o abide by certain terms, assurances , and obligations as a condition for receiving a temporary"
H-300-20013-248635.pdf,"1. Please confirm that you have read and agree to all the applicable terms, assurances , and"
H-300-20013-248635.pdf,obligations conta ined in Appendix A  and have attached a signed and dated copy of Appendix A
H-300-20013-248635.pdf,filing as a joint employer  on the job order (Form ETA -790/790A) has read and agree to all the
H-300-20013-248635.pdf,1. Last  (family) N ame § 2. First (given) N ame § 3. Middle I nitial §
H-300-20013-248635.pdf,6.Business E mail Address  §
H-300-20013-248635.pdf,Public Burden Statement  (1205 -0466 )
H-300-20013-248635.pdf,Persons are not required to respond to this collection of information unless it displays a curren tly valid OMB control number.  Public reporting burden for this collection
H-300-20013-248635.pdf,"of information is estimated to average 3.66 hours per response for all H -2A information collection requirements, including the time for reviewing instructions,"
H-300-20013-248635.pdf,"searching existing da ta sources, gathering and maintaining the data needed, and completing, reviewing, and submitting the collection of informatio n.  The obligation"
H-300-20013-248635.pdf,"to respond to this data collection is required to obtain/retain benefits (Immigration and Nationality Act, 8 U.S .C. 1101, et seq.).  Send comments regarding this burden"
H-300-20013-248635.pdf,"estimate or any other aspect of this collection of information, including suggestions for reducing this burden, to the U.S. D epartment of Labor, Employment and"
H-300-20013-248635.pdf,"Training Administration, Office of Fore ign Labor Certification, 200 Constitution Ave., NW, Suite PPII 12 -200, Washington, DC, 20210. (Paperwork R eduction Project"
H-300-20013-248635.pdf,OMB 1205 -0531).  DO NOT send the completed application to this address.
H-300-20009-241352.pdf,H-2A Case Number: ___ _______________   Case Status: __________________     Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ IMPORTANT :  Employers and authorized preparers must read the general  instructions care fully before completing the Form s ETA-9142 A and ETA -790/790A.  A
H-300-20009-241352.pdf,"copy of the instructions can be found at http://w ww.foreignlaborcert.doleta.gov/ .  If you are not submitting th ese forms  electronically, please complete ALL required"
H-300-20009-241352.pdf,fields/items containing an a sterisk ( * ) and any fields/items where a response is conditional as indicated by the section ( § ) symbol.
H-300-20009-241352.pdf,4. Is a statement of temporary need attached to this application?  * YesNo
H-300-20009-241352.pdf,5. Is this application being filed with a request to waive the regulatory time period due to an
H-300-20009-241352.pdf,6.Is a statement justifying the employer’s emergency situation attached to this application ? *YesNoN/A
H-300-20009-241352.pdf,3. Address 1 *
H-300-20009-241352.pdf,4. Address 2  (apartment/suite/floor and number)  §
H-300-20009-241352.pdf,5. City * 6. State * 7. Postal C ode *
H-300-20009-241352.pdf,The information contained in this Section must be that of an employee of the employer who is authorized to act on behalf of t he employer in labor cert ification matters.
H-300-20009-241352.pdf,"The information in this Section must  be different  from the agent or attorney information listed in Section D, unless the attorney is an employee of the employer."
H-300-20009-241352.pdf,1. Contact’s Last (family) N ame * 2. First (given) N ame * 3. Middl e Name(s) §
H-300-20009-241352.pdf,5. Address 1 *
H-300-20009-241352.pdf,6. Address 2  (apartment/suite/floor and number)  §
H-300-20009-241352.pdf,7. City * 8. State * 9. Postal C ode *
H-300-20009-241352.pdf,12. Telephone N umber * 13. Extension  §14.Business E mail Address  *
H-300-20009-241352.pdf,"Chavez Harvesting, LLC"
H-300-20009-241352.pdf,106 Seashell Road
H-300-20009-241352.pdf,United States Of America
H-300-20009-241352.pdf,106 Seashell Road
H-300-20009-241352.pdf,United States Of America
H-300-20009-241352.pdf,chavezharvestingllc@gmail.com
H-300-20009-241352.pdf,Lopez-Chavez
H-300-20009-241352.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ D.Attorney or Agent Information (If applicable)
H-300-20009-241352.pdf,2. Attorney or Agent’s Last (family) N ame § 3. First (given) N ame § 4. Middle Name(s)  §
H-300-20009-241352.pdf,5. Address 1 §
H-300-20009-241352.pdf,6. Address 2 (apartment/suite/floor and number)  §
H-300-20009-241352.pdf,7. City § 8. State § 9. Postal C ode §
H-300-20009-241352.pdf,12. Telephone N umber § 13. Extension  §14.Law Firm/ Business E mail Address  §
H-300-20009-241352.pdf,"If “Attorney” is marked in question D.1, complete questions 17 to 19 below."
H-300-20009-241352.pdf,17. State Bar N umber (s) § 18. State of highest court where attorney is in good standing §
H-300-20009-241352.pdf,19. Name of the highest state court where attorney is in good standing  §
H-300-20009-241352.pdf,"If “Agent” is marked in question D.1, complete questions 20 and 21 below."
H-300-20009-241352.pdf,20.Is a copy of the current agreeme nt or other documentation demonstrating the agent’s authority
H-300-20009-241352.pdf,(MSPA)  Certif icate of Registration identifying the farm labor  contracting activities the agent  is
H-300-20009-241352.pdf,3.Is a copy of the completed job order ( Form ETA -790/790A) satisfying the requirements at
H-300-20009-241352.pdf,"4. If “Joint Employer” or “Association – Joint E mployer” is marked in question A.1, does the"
H-300-20009-241352.pdf,"Form ETA -790A identify  the name, address, total number of  workers needed, and  crops and"
H-300-20009-241352.pdf,"If “Yes” is marked in question A.2, complete questions E.5 through E.9 below"
H-300-20009-241352.pdf,7.Is a copy of the employer’s  current MSPA  Certificate of Registration identifying the farm labor
H-300-20009-241352.pdf,18 Alan Drive
H-300-20009-241352.pdf,United States Of America
H-300-20009-241352.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ F. Declaration of Employer and Attorney/Agent
H-300-20009-241352.pdf,"In accordance with Federal regulations, the employer (s) must attest t o abide by certain terms, assurances , and obligations as a condition for receiving a temporary"
H-300-20009-241352.pdf,"1. Please confirm that you have read and agree to all the applicable terms, assurances , and"
H-300-20009-241352.pdf,obligations conta ined in Appendix A  and have attached a signed and dated copy of Appendix A
H-300-20009-241352.pdf,filing as a joint employer  on the job order (Form ETA -790/790A) has read and agree to all the
H-300-20009-241352.pdf,1. Last  (family) N ame § 2. First (given) N ame § 3. Middle I nitial §
H-300-20009-241352.pdf,6.Business E mail Address  §
H-300-20009-241352.pdf,Public Burden Statement  (1205 -0466 )
H-300-20009-241352.pdf,Persons are not required to respond to this collection of information unless it displays a curren tly valid OMB control number.  Public reporting burden for this collection
H-300-20009-241352.pdf,"of information is estimated to average 3.66 hours per response for all H -2A information collection requirements, including the time for reviewing instructions,"
H-300-20009-241352.pdf,"searching existing da ta sources, gathering and maintaining the data needed, and completing, reviewing, and submitting the collection of informatio n.  The obligation"
H-300-20009-241352.pdf,"to respond to this data collection is required to obtain/retain benefits (Immigration and Nationality Act, 8 U.S .C. 1101, et seq.).  Send comments regarding this burden"
H-300-20009-241352.pdf,"estimate or any other aspect of this collection of information, including suggestions for reducing this burden, to the U.S. D epartment of Labor, Employment and"
H-300-20009-241352.pdf,"Training Administration, Office of Fore ign Labor Certification, 200 Constitution Ave., NW, Suite PPII 12 -200, Washington, DC, 20210. (Paperwork R eduction Project"
H-300-20009-241352.pdf,OMB 1205 -0531).  DO NOT send the completed application to this address.
H-300-20260-827359.pdf,H-2A Case Number: ___ _______________   Case Status: __________________     Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ IMPORTANT :  Employers and authorized preparers must read the general  instructions care fully before completing the Form s ETA-9142 A and ETA -790/790A.  A
H-300-20260-827359.pdf,"copy of the instructions can be found at http://w ww.foreignlaborcert.doleta.gov/ .  If you are not submitting th ese forms  electronically, please complete ALL required"
H-300-20260-827359.pdf,fields/items containing an a sterisk ( * ) and any fields/items where a response is conditional as indicated by the section ( § ) symbol.
H-300-20260-827359.pdf,4. Is a statement of temporary need attached to this application?  * YesNo
H-300-20260-827359.pdf,5. Is this application being filed with a request to waive the regulatory time period due to an
H-300-20260-827359.pdf,6.Is a statement justifying the employer’s emergency situation attached to this application ? *YesNoN/A
H-300-20260-827359.pdf,3. Address 1 *
H-300-20260-827359.pdf,4. Address 2  (apartment/suite/floor and number)  §
H-300-20260-827359.pdf,5. City * 6. State * 7. Postal C ode *
H-300-20260-827359.pdf,The information contained in this Section must be that of an employee of the employer who is authorized to act on behalf of t he employer in labor cert ification matters.
H-300-20260-827359.pdf,"The information in this Section must  be different  from the agent or attorney information listed in Section D, unless the attorney is an employee of the employer."
H-300-20260-827359.pdf,1. Contact’s Last (family) N ame * 2. First (given) N ame * 3. Middl e Name(s) §
H-300-20260-827359.pdf,5. Address 1 *
H-300-20260-827359.pdf,6. Address 2  (apartment/suite/floor and number)  §
H-300-20260-827359.pdf,7. City * 8. State * 9. Postal C ode *
H-300-20260-827359.pdf,12. Telephone N umber * 13. Extension  §14.Business E mail Address  *
H-300-20260-827359.pdf,1935 Ross Bowen Road
H-300-20260-827359.pdf,United States Of America
H-300-20260-827359.pdf,1935 Ross Bowen Road
H-300-20260-827359.pdf,United States Of America
H-300-20260-827359.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ D.Attorney or Agent Information (If applicable)
H-300-20260-827359.pdf,2. Attorney or Agent’s Last (family) N ame § 3. First (given) N ame § 4. Middle Name(s)  §
H-300-20260-827359.pdf,5. Address 1 §
H-300-20260-827359.pdf,6. Address 2 (apartment/suite/floor and number)  §
H-300-20260-827359.pdf,7. City § 8. State § 9. Postal C ode §
H-300-20260-827359.pdf,12. Telephone N umber § 13. Extension  §14.Law Firm/ Business E mail Address  §
H-300-20260-827359.pdf,"If “Attorney” is marked in question D.1, complete questions 17 to 19 below."
H-300-20260-827359.pdf,17. State Bar N umber (s) § 18. State of highest court where attorney is in good standing §
H-300-20260-827359.pdf,19. Name of the highest state court where attorney is in good standing  §
H-300-20260-827359.pdf,"If “Agent” is marked in question D.1, complete questions 20 and 21 below."
H-300-20260-827359.pdf,20.Is a copy of the current agreeme nt or other documentation demonstrating the agent’s authority
H-300-20260-827359.pdf,(MSPA)  Certif icate of Registration identifying the farm labor  contracting activities the agent  is
H-300-20260-827359.pdf,3.Is a copy of the completed job order ( Form ETA -790/790A) satisfying the requirements at
H-300-20260-827359.pdf,"4. If “Joint Employer” or “Association – Joint E mployer” is marked in question A.1, does the"
H-300-20260-827359.pdf,"Form ETA -790A identify  the name, address, total number of  workers needed, and  crops and"
H-300-20260-827359.pdf,"If “Yes” is marked in question A.2, complete questions E.5 through E.9 below"
H-300-20260-827359.pdf,7.Is a copy of the employer’s  current MSPA  Certificate of Registration identifying the farm labor
H-300-20260-827359.pdf,1002 Smith Ave
H-300-20260-827359.pdf,United States Of America
H-300-20260-827359.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ F. Declaration of Employer and Attorney/Agent
H-300-20260-827359.pdf,"In accordance with Federal regulations, the employer (s) must attest t o abide by certain terms, assurances , and obligations as a condition for receiving a temporary"
H-300-20260-827359.pdf,"1. Please confirm that you have read and agree to all the applicable terms, assurances , and"
H-300-20260-827359.pdf,obligations conta ined in Appendix A  and have attached a signed and dated copy of Appendix A
H-300-20260-827359.pdf,filing as a joint employer  on the job order (Form ETA -790/790A) has read and agree to all the
H-300-20260-827359.pdf,1. Last  (family) N ame § 2. First (given) N ame § 3. Middle I nitial §
H-300-20260-827359.pdf,6.Business E mail Address  §
H-300-20260-827359.pdf,Public Burden Statement  (1205 -0466 )
H-300-20260-827359.pdf,Persons are not required to respond to this collection of information unless it displays a curren tly valid OMB control number.  Public reporting burden for this collection
H-300-20260-827359.pdf,"of information is estimated to average 3.66 hours per response for all H -2A information collection requirements, including the time for reviewing instructions,"
H-300-20260-827359.pdf,"searching existing da ta sources, gathering and maintaining the data needed, and completing, reviewing, and submitting the collection of informatio n.  The obligation"
H-300-20260-827359.pdf,"to respond to this data collection is required to obtain/retain benefits (Immigration and Nationality Act, 8 U.S .C. 1101, et seq.).  Send comments regarding this burden"
H-300-20260-827359.pdf,"estimate or any other aspect of this collection of information, including suggestions for reducing this burden, to the U.S. D epartment of Labor, Employment and"
H-300-20260-827359.pdf,"Training Administration, Office of Fore ign Labor Certification, 200 Constitution Ave., NW, Suite PPII 12 -200, Washington, DC, 20210. (Paperwork R eduction Project"
H-300-20260-827359.pdf,OMB 1205 -0531).  DO NOT send the completed application to this address.
H-300-20002-228933.pdf,H-2A Agricultural Clearance Order
H-300-20002-228933.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ A.Job Offer Information
H-300-20002-228933.pdf,"If “Yes” , proceed to question 8.  If “No”, complete questions 6 and 7 below.Yes     No"
H-300-20002-228933.pdf,b. Sunday d. Tuesday f. Thursday h. Saturday b. ____ : _____  AM
H-300-20002-228933.pdf,"11. Sta te all deduction(s) from pay and, if known, the amount(s). *"
H-300-20002-228933.pdf,WORKERS WILL BE HARVESTING BLUEBERRIES BY HAND AND LOADING THEM INTO CONTAINERS. THE
H-300-20002-228933.pdf,"STATE TAXES, FEDERAL TAXES, SOCIAL SECURITY, AND WILLFUL DAMAGE TO TOOLS"
H-300-20002-228933.pdf,H-2A Agricultural Clearance Order
H-300-20002-228933.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ B. Minimum Job Qualifications/Requirements
H-300-20002-228933.pdf,"None   High School/GED   Associate’s   Bachelor’s   Master's  or Higher    Other  degree  (JD, MD, etc.)"
H-300-20002-228933.pdf,b.  Driver requirements
H-300-20002-228933.pdf,d.  Drug screen
H-300-20002-228933.pdf,j.   Frequent stooping or bending over
H-300-20002-228933.pdf,"the work of  other employees? * Yes    No5b.  If “Yes” to question 5a, enter the n umber"
H-300-20002-228933.pdf,6.Additional Information Regarding Job Qualifications/ Requirements .
H-300-20002-228933.pdf,1. Address/Location  *
H-300-20002-228933.pdf,2. City * 3. State * 4. Postal Code * 5.County *
H-300-20002-228933.pdf,attached to this job order?  *Yes     No
H-300-20002-228933.pdf,1.Housing  Address/Location  *
H-300-20002-228933.pdf,2. City * 3. State * 4. Postal Code * 5.County *
H-300-20002-228933.pdf,9.Housing complies or will comply with the following applicable standards: * Local       State       Federal
H-300-20002-228933.pdf,workers attached to this job order?  *Yes     No
H-300-20002-228933.pdf,WORKERS WILL BE SUBJECT TO POST HIRE DRUG TEST AT THE EMPLOYERS EXPENSE.
H-300-21026-033893.pdf,H-2A Case Number: ___ _______________   Case Status: __________________     Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ IMPORTANT :  Employers and authorized preparers must read the general  instructions care fully before completing the Form s ETA-9142 A and ETA -790/790A.  A
H-300-21026-033893.pdf,"copy of the instructions can be found at http://w ww.foreignlaborcert.doleta.gov/ .  If you are not submitting th ese forms  electronically, please complete ALL required"
H-300-21026-033893.pdf,fields/items containing an a sterisk ( * ) and any fields/items where a response is conditional as indicated by the section ( § ) symbol.
H-300-21026-033893.pdf,4. Is a statement of temporary need attached to this application?  * YesNo
H-300-21026-033893.pdf,5. Is this application being filed with a request to waive the regulatory time period due to an
H-300-21026-033893.pdf,6.Is a statement justifying the employer’s emergency situation attached to this application ? *YesNoN/A
H-300-21026-033893.pdf,3. Address 1 *
H-300-21026-033893.pdf,4. Address 2  (apartment/suite/floor and number)  §
H-300-21026-033893.pdf,5. City * 6. State * 7. Postal C ode *
H-300-21026-033893.pdf,The information contained in this Section must be that of an employee of the employer who is authorized to act on behalf of t he employer in labor cert ification matters.
H-300-21026-033893.pdf,"The information in this Section must  be different  from the agent or attorney information listed in Section D, unless the attorney is an employee of the employer."
H-300-21026-033893.pdf,1. Contact’s Last (family) N ame * 2. First (given) N ame * 3. Middl e Name(s) §
H-300-21026-033893.pdf,5. Address 1 *
H-300-21026-033893.pdf,6. Address 2  (apartment/suite/floor and number)  §
H-300-21026-033893.pdf,7. City * 8. State * 9. Postal C ode *
H-300-21026-033893.pdf,12. Telephone N umber * 13. Extension  §14.Business E mail Address  *
H-300-21026-033893.pdf,"J&T Harvesting, LLC"
H-300-21026-033893.pdf,250 Mills Lane
H-300-21026-033893.pdf,United States Of America
H-300-21026-033893.pdf,250 Mills Lane
H-300-21026-033893.pdf,United States Of America
H-300-21026-033893.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ D.Attorney or Agent Information (If applicable)
H-300-21026-033893.pdf,2. Attorney or Agent’s Last (family) N ame § 3. First (given) N ame § 4. Middle Name(s)  §
H-300-21026-033893.pdf,5. Address 1 §
H-300-21026-033893.pdf,6. Address 2 (apartment/suite/floor and number)  §
H-300-21026-033893.pdf,7. City § 8. State § 9. Postal C ode §
H-300-21026-033893.pdf,12. Telephone N umber § 13. Extension  §14.Law Firm/ Business E mail Address  §
H-300-21026-033893.pdf,"If “Attorney” is marked in question D.1, complete questions 17 to 19 below."
H-300-21026-033893.pdf,17. State Bar N umber (s) § 18. State of highest court where attorney is in good standing §
H-300-21026-033893.pdf,19. Name of the highest state court where attorney is in good standing  §
H-300-21026-033893.pdf,"If “Agent” is marked in question D.1, complete questions 20 and 21 below."
H-300-21026-033893.pdf,20.Is a copy of the current agreeme nt or other documentation demonstrating the agent’s authority
H-300-21026-033893.pdf,(MSPA)  Certif icate of Registration identifying the farm labor  contracting activities the agent  is
H-300-21026-033893.pdf,3.Is a copy of the completed job order ( Form ETA -790/790A) satisfying the requirements at
H-300-21026-033893.pdf,"4. If “Joint Employer” or “Association – Joint E mployer” is marked in question A.1, does the"
H-300-21026-033893.pdf,"Form ETA -790A identify  the name, address, total number of  workers needed, and  crops and"
H-300-21026-033893.pdf,"If “Yes” is marked in question A.2, complete questions E.5 through E.9 below"
H-300-21026-033893.pdf,7.Is a copy of the employer’s  current MSPA  Certificate of Registration identifying the farm labor
H-300-21026-033893.pdf,1002 Smith Ave
H-300-21026-033893.pdf,United States Of America
H-300-21026-033893.pdf,H-2A Case Number: __________________         Case Status: __________________          Determination Date : ___________ __     Validity Period : ___________ __ to ___________ __ F. Declaration of Employer and Attorney/Agent
H-300-21026-033893.pdf,"In accordance with Federal regulations, the employer (s) must attest t o abide by certain terms, assurances , and obligations as a condition for receiving a temporary"
H-300-21026-033893.pdf,"1. Please confirm that you have read and agree to all the applicable terms, assurances , and"
H-300-21026-033893.pdf,obligations conta ined in Appendix A  and have attached a signed and dated copy of Appendix A
H-300-21026-033893.pdf,filing as a joint employer  on the job order (Form ETA -790/790A) has read and agree to all the
H-300-21026-033893.pdf,1. Last  (family) N ame § 2. First (given) N ame § 3. Middle I nitial §
H-300-21026-033893.pdf,6.Business E mail Address  §
H-300-21026-033893.pdf,Public Burden Statement  (1205 -0466 )
H-300-21026-033893.pdf,Persons are not required to respond to this collection of information unless it displays a curren tly valid OMB control number.  Public reporting burden for this collection
H-300-21026-033893.pdf,"of information is estimated to average 3.66 hours per response for all H -2A information collection requirements, including the time for reviewing instructions,"
H-300-21026-033893.pdf,"searching existing da ta sources, gathering and maintaining the data needed, and completing, reviewing, and submitting the collection of informatio n.  The obligation"
H-300-21026-033893.pdf,"to respond to this data collection is required to obtain/retain benefits (Immigration and Nationality Act, 8 U.S .C. 1101, et seq.).  Send comments regarding this burden"
H-300-21026-033893.pdf,"estimate or any other aspect of this collection of information, including suggestions for reducing this burden, to the U.S. D epartment of Labor, Employment and"
H-300-21026-033893.pdf,"Training Administration, Office of Fore ign Labor Certification, 200 Constitution Ave., NW, Suite PPII 12 -200, Washington, DC, 20210. (Paperwork R eduction Project"
H-300-21026-033893.pdf,OMB 1205 -0531).  DO NOT send the completed application to this address.
H-300-20363-980683.pdf,H-2A Agricultural Clearance Order
H-300-20363-980683.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ A.Job Offer Information
H-300-20363-980683.pdf,"If “Yes” , proceed to question 8.  If “No”, complete questions 6 and 7 below.Yes     No"
H-300-20363-980683.pdf,b. Sunday d. Tuesday f. Thursday h. Saturday b. ____ : _____  AM
H-300-20363-980683.pdf,"11. Sta te all deduction(s) from pay and, if known, the amount(s). *"
H-300-20363-980683.pdf,"Workers will be picking blueberries according to size, shape, maturity level, and/or ripeness. Also workers will be"
H-300-20363-980683.pdf,"cleaning, pruning, and weeding in blueberry fields. Work duties may also include but not be limited to installing"
H-300-20363-980683.pdf,"and/or repairing irrigation lines, laying mulch, and laying plastic in blueberry fields."
H-300-20363-980683.pdf,H-2A Agricultural Clearance Order
H-300-20363-980683.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ B. Minimum Job Qualifications/Requirements
H-300-20363-980683.pdf,"None   High School/GED   Associate’s   Bachelor’s   Master's  or Higher    Other  degree  (JD, MD, etc.)"
H-300-20363-980683.pdf,b.  Driver requirements
H-300-20363-980683.pdf,d.  Drug screen
H-300-20363-980683.pdf,j.   Frequent stooping or bending over
H-300-20363-980683.pdf,"the work of  other employees? * Yes    No5b.  If “Yes” to question 5a, enter the n umber"
H-300-20363-980683.pdf,6.Additional Information Regarding Job Qualifications/ Requirements .
H-300-20363-980683.pdf,1. Address/Location  *
H-300-20363-980683.pdf,2. City * 3. State * 4. Postal Code * 5.County *
H-300-20363-980683.pdf,attached to this job order?  *Yes     No
H-300-20363-980683.pdf,1.Housing  Address/Location  *
H-300-20363-980683.pdf,2. City * 3. State * 4. Postal Code * 5.County *
H-300-20363-980683.pdf,9.Housing complies or will comply with the following applicable standards: * Local       State       Federal
H-300-20363-980683.pdf,workers attached to this job order?  *Yes     No
H-300-20363-980683.pdf,Workers must have good hand/eye coordination; workers must be able to stand to for long periods of time;
H-300-20363-980683.pdf,workers must able to stand intense exposure to the sun for long periods of time.
H-300-20363-980683.pdf,2984 Lecounte Road
H-300-20363-980683.pdf,Fields are located at this address approx 1/4 behind housing on Lecounte Rd and Branson Place Road (which
H-300-20363-980683.pdf,connects with Lecounte Rd)
H-300-20363-980683.pdf,2984 Lecounte Road
H-300-20363-980683.pdf,Barrack style unit
H-300-20363-980683.pdf,"Concrete barrack style unit with cement floors, concrete block walls, and tine roofs. Housing capacity of 150 in the"
H-300-20363-980683.pdf,"sleeping rooms and adequate cooking, dining, bathroom, and laundry facilities for all 150 occupants. Housing is on"
H-300-20363-980683.pdf,H-2A Agricultural Clearance Order
H-300-20363-980683.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ E. Provision of Meals
H-300-20363-980683.pdf,F. Transportation  and Daily Subsistence
H-300-20363-980683.pdf,"3.During the travel described in Item 2, the employer will pay  for"
H-300-20363-980683.pdf,"housing barrack locations. There are adequate stoves, refrigerators, pots and pans, plates, and silverware for all"
H-300-20363-980683.pdf,H-2A Agricultural Clearance Order
H-300-20363-980683.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ G. Referral and Hiring Instructions
H-300-20363-980683.pdf,"1. Explain how prospective applicants may be considered for employment under this job order, including  verifiable contact"
H-300-20363-980683.pdf,2. Telephone Number to Apply * 3. Email Address to Apply *
H-300-20363-980683.pdf,4. Website address (URL) to Apply *
H-300-20363-980683.pdf,job order?  *Yes     No
H-300-20363-980683.pdf,"Any and all interested applicants may contact the employer, Steve Mullis, owner of One Fail Swoop Farms, LLC at"
H-300-20363-980683.pdf,steve@farmersjohnberries.com
H-300-20363-980683.pdf,H-2A Agricultural Clearance Order
H-300-20363-980683.pdf,H-2A Case Number: ___________ _______ __      Case Status: __________________       Determination Date : ___________ __     Validity Period : ____________ _ to ___________ __ I. Conditions of Employment and Assurance s for H-2A Agricultural Clearance Orders
H-300-20363-980683.pdf,"By virtue of my signature below, I HEREBY CERTIFY  my knowledge of and compliance with applicable Federal, State, and local employment-"
